 LS-DYNA keyword deck by LS-PrePost                                      
                    ls-dyna mpp d R14 R14.1.1_8_2ef819c date 10/28/2024
ICFD Drag Forces and Moments
time,            Fpx,Fpy,            Fpz,Fvx,            Fvy,Fvz,            Mpx,Mpy,            Mpz,Mvx,            Mvy,Mvz
 LS-DYNA keyword deck by LS-PrePost                                      
                    ls-dyna mpp d R14 R14.1.1_8_2ef819c date 10/28/2024
ICFD Drag Forces and Moments
time,            Fpx,            Fpy,            Fpz,            Fvx,            Fvy,            Fvz,            Mpx,            Mpy,            Mpz,            Mvx,            Mvy,            Mvz
7.500000E-04   -4.112093E-01   -1.760209E-01   -3.856688E+01    0.000000E+00    0.000000E+00    0.000000E+00    4.853388E-02   -1.517778E-01    5.669818E-02    0.000000E+00    0.000000E+00    0.000000E+00
1.750000E-03   -3.006762E-01   -1.848278E-01   -3.758940E+01    0.000000E+00    0.000000E+00    0.000000E+00    4.074243E-02   -1.363898E-01    6.279713E-02    0.000000E+00    0.000000E+00    0.000000E+00
2.750000E-03   -7.808196E-02   -1.784057E-01   -3.534490E+01    0.000000E+00    0.000000E+00    0.000000E+00    3.097637E-02   -6.994411E-02    5.862169E-02    0.000000E+00    0.000000E+00    0.000000E+00
3.750000E-03   -3.065724E-02   -1.283758E-01   -3.395624E+01    0.000000E+00    0.000000E+00    0.000000E+00    1.409937E-02   -5.028527E-02    5.145655E-02    0.000000E+00    0.000000E+00    0.000000E+00
4.750000E-03   -1.370217E-01   -4.661691E-02   -3.374401E+01    0.000000E+00    0.000000E+00    0.000000E+00   -1.379268E-02   -7.997365E-02    5.108240E-02    0.000000E+00    0.000000E+00    0.000000E+00
5.750000E-03   -2.416688E-01    1.213690E-02   -3.378668E+01    0.000000E+00    0.000000E+00    0.000000E+00   -3.379308E-02   -1.095491E-01    5.164113E-02    0.000000E+00    0.000000E+00    0.000000E+00
6.750000E-03   -2.648949E-01    2.140526E-02   -3.371008E+01    0.000000E+00    0.000000E+00    0.000000E+00   -3.641863E-02   -1.129235E-01    5.066957E-02    0.000000E+00    0.000000E+00    0.000000E+00
7.750000E-03   -2.341912E-01   -2.563669E-03   -3.354677E+01    0.000000E+00    0.000000E+00    0.000000E+00   -2.789061E-02   -1.013855E-01    4.925303E-02    0.000000E+00    0.000000E+00    0.000000E+00
8.750000E-03   -1.212588E-01   -4.139576E-02   -2.445669E+01    0.000000E+00    0.000000E+00    0.000000E+00   -5.134506E-03   -5.183030E-02    3.271945E-02    0.000000E+00    0.000000E+00    0.000000E+00
9.750000E-03    3.128225E-02   -1.081519E-01   -2.701092E+00    0.000000E+00    0.000000E+00    0.000000E+00    3.691464E-02    7.616188E-03   -7.064751E-03    0.000000E+00    0.000000E+00    0.000000E+00
